arch,variant,layer,layer_idx,frac,compliance,attack
gemma2-2b,dissociated,L19,19,0.06,0.0,steer_rand
gemma2-2b,dissociated,L19,19,0.12,0.0,steer_rand
gemma2-2b,dissociated,L19,19,0.24,0.0,steer_rand
gemma2-2b,dissociated,L20,20,0.0,0.0,steer_rand
gemma2-2b,dissociated,L20,20,0.03,0.0,steer_rand
gemma2-2b,dissociated,L20,20,0.06,0.0,steer_rand
gemma2-2b,dissociated,L20,20,0.12,0.0,steer_rand
gemma2-2b,dissociated,L20,20,0.24,0.0,steer_rand
gemma2-2b,dissociated,L21,21,0.0,0.0,steer_rand
gemma2-2b,dissociated,L21,21,0.03,0.0,steer_rand
gemma2-2b,dissociated,L21,21,0.06,0.0,steer_rand
gemma2-2b,dissociated,L21,21,0.12,0.0,steer_rand
gemma2-2b,dissociated,L21,21,0.24,0.0,steer_rand
gemma2-2b,dissociated,L22,22,0.0,0.0,steer_rand
gemma2-2b,dissociated,L22,22,0.03,0.0,steer_rand
gemma2-2b,dissociated,L22,22,0.06,0.0,steer_rand
gemma2-2b,dissociated,L22,22,0.12,0.0,steer_rand
gemma2-2b,dissociated,L22,22,0.24,0.0,steer_rand
gemma2-2b,dissociated,L23,23,0.0,0.0,steer_rand
gemma2-2b,dissociated,L23,23,0.03,0.0,steer_rand
gemma2-2b,dissociated,L23,23,0.06,0.0,steer_rand
gemma2-2b,dissociated,L23,23,0.12,0.0,steer_rand
gemma2-2b,dissociated,L23,23,0.24,0.0,steer_rand
gemma2-2b,dissociated,L24,24,0.0,0.0,steer_rand
gemma2-2b,dissociated,L24,24,0.03,0.0,steer_rand
gemma2-2b,dissociated,L24,24,0.06,0.0,steer_rand
gemma2-2b,dissociated,L24,24,0.12,0.0,steer_rand
gemma2-2b,dissociated,L24,24,0.24,0.0,steer_rand
gemma2-2b,dissociated,L25,25,0.0,0.0,steer_rand
gemma2-2b,dissociated,L25,25,0.03,0.0,steer_rand
gemma2-2b,dissociated,L25,25,0.06,0.0,steer_rand
gemma2-2b,dissociated,L25,25,0.12,0.0,steer_rand
gemma2-2b,dissociated,L25,25,0.24,0.0,steer_rand
